#       ID        X        Y       PA      INC      vs     vm     d   sig  psfx   psfz  smooth
CGr34_bs_25_o2   15.0   15.0   -30.0   70   0.0   80   2.0   0   3.366   50.9   2
CGr34_bs_50_o2   15.0   15.0   -76.0   34   0.0   80   2.0   0   3.46   61.3   2
CGr34_bs_90_o2   15.0   15.0   -30.0   59   0.0   80   2.0   0   3.557   77.0   2
CGr34_bs_103_o2   15.0   15.0   -30.0   62   0.0   80   2.0   0   3.538   73.3   2
CGr34_bs_123_o2   15.0   15.0   -30.0   49   0.0   80   2.0   0   3.231   41.8   2
CGr34_bs_144_o2   15.0   15.0   -30.0   74   0.0   80   2.0   0   3.55   75.6   2
CGr34_bs_154_o2   15.0   15.0   -22.2   62   0.0   80   2.0   0   3.091   36.9   2
CGr34_bs_155_o2   15.0   15.0   -44.0   61   0.0   80   2.0   0   3.221   41.3   2
CGr34_bs_17_o2   15.0   15.0   -30.0   38   0.0   80   2.0   0   3.221   41.3   2
